predictedValue,RealValue,ErrorPercent
'1.953241550734139','1','95.32415507341389'
'1.4067981920837018','2','29.66009039581491'
'1.3931564579398557','2','30.342177103007216'
'1.797583471715535','1','79.7583471715535'
'0.9362923030194065','1','6.370769698059354'
'2.012196677419868','1','101.21966774198681'
'2.2602840297130444','1','126.02840297130444'
'1.7955736973705538','3','40.14754342098154'
'1.6315413155613003','1','63.15413155613003'
'1.4116771426912738','1','41.16771426912737'
'1.1415852691491655','1','14.158526914916546'
'1.6700305562076934','1','67.00305562076933'
'0.9897429350555437','1','1.0257064944456329'
'1.3180472887628734','3','56.06509037457089'
'1.6002033152719375','1','60.02033152719375'
'1.1599099690218906','2','42.00450154890547'
'2.2820125893970884','4','42.94968526507279'
'1.1470608295755302','1','14.706082957553024'
'1.76072647259848','9','80.43637252668357'
'1.2543103242164817','4','68.64224189458797'
'1.4111818775405767','2','29.440906122971167'
'1.0495833030544428','2','47.52083484727786'
'0.9897339610781505','1','1.0266038921849518'
'1.0078129499430386','1','0.7812949943038605'
'1.010331161513706','1','1.0331161513706055'
'1.1116050137167925','2','44.41974931416037'
'1.0234554183652373','1','2.3455418365237346'
'1.543807854539921','1','54.3807854539921'
'1.0880910632189682','1','8.80910632189682'
'1.1327143566566302','1','13.271435665663024'
'0.9506811005860392','1','4.931889941396084'
'1.0153268298700575','1','1.5326829870057512'
'0.9271521160990821','4','76.82119709752295'
'1.1668953270184685','1','16.689532701846854'
'1.01460172634828','1','1.4601726348280053'
'1.3425257138509756','1','34.25257138509756'
'1.003056624907068','1','0.30566249070680396'
'1.0064802629874652','3','66.45065790041784'
'1.1209862525700327','1','12.09862525700327'
'1.2552001829829675','3','58.159993900567756'
'1.0098824728352331','2','49.505876358238346'
'0.9449196010538327','2','52.75401994730837'
'0.9903838266396512','1','0.9616173360348812'
'1.1327143566566302','3','62.242854778112324'
'0.9945142231466297','2','50.27428884266851'
'0.9786562232237516','1','2.1343776776248435'
'0.9901878676256217','1','0.981213237437828'
'1.0106136589359813','1','1.0613658935981318'
'0.9235167313365831','1','7.648326866341693'
'0.9911519741339341','1','0.8848025866065923'
'0.8199143369150823','1','18.00856630849177'
'0.9911519741339341','2','50.4424012933033'
'1.0022652650968844','3','66.59115783010385'
'1.2359103625926646','1','23.591036259266463'
'1.575925110886184','1','57.5925110886184'
'1.0103770680337985','1','1.0377068033798453'
'0.9904187210496338','1','0.9581278950366201'
'1.037834600674453','1','3.783460067445299'
'1.259131743966319','1','25.9131743966319'
'1.2352844310897375','1','23.52844310897375'
'0.9899915863561596','1','1.000841364384042'
'1.03946504140772','1','3.9465041407720003'
'0.9726548249875885','1','2.7345175012411516'
'1.071972052584874','1','7.197205258487394'
'0.9902442552362016','1','0.9755744763798369'
'1.167712928071439','2','41.61435359642805'
'1.045161635611406','2','47.7419182194297'
'1.527485137848885','1','52.748513784888495'
'1.2281488600418715','1','22.81488600418715'
'0.9900822411881329','1','0.9917758811867072'
'0.9348424929915451','1','6.515750700845491'
'1.1435220464989428','1','14.352204649894285'
'1.010172535564529','1','1.0172535564529017'
'1.0513930590201468','1','5.139305902014679'
'0.991364069599018','1','0.8635930400981984'
'1.0102891148676747','1','1.0289114867674698'
'1.2281488600418715','1','22.81488600418715'
'0.9902978096835214','1','0.9702190316478565'
'1.3100360199051735','1','31.00360199051735'
'0.9901165120300832','3','66.9961162656639'
'0.9901614589948655','1','0.9838541005134482'
'1.2080309623881098','1','20.80309623881098'
'1.010079394362768','1','1.0079394362767946'
'1.0056605590838659','2','49.716972045806706'
'1.0101698002486503','1','1.016980024865033'
'1.4853538418809602','4','62.86615395297599'
'1.0097971510092525','1','0.9797151009252492'
'1.2068581209309162','1','20.685812093091617'
'1.0823450475576069','1','8.234504755760685'
'1.0088755601589598','1','0.887556015895985'
'1.0104569316357057','2','49.47715341821471'
'1.0095413484019247','1','0.9541348401924665'
'1.067943741087579','1','6.794374108757895'
'0.9235167313365831','1','7.648326866341693'
'1.0099240200429533','1','0.9924020042953341'
'1.0002748568834532','1','0.027485688345318948'
'1.0120862923560894','1','1.2086292356089379'
'0.9449196010538327','2','52.75401994730837'
'1.009830830619935','1','0.983083061993506'
'0.990366673956184','1','0.9633326043815948'
'1.0351873972201953','2','48.240630138990234'
'1.267513788106656','1','26.751378810665607'
'1.005763665651905','2','49.71181671740476'
'0.8791926059384498','1','12.080739406155017'
'0.9899583251531009','2','50.50208374234495'
'1.0809746005669179','1','8.097460056691785'
'1.0050442720276553','1','0.5044272027655339'
'1.0432846458879061','1','4.328464588790615'
'1.0864863737742878','1','8.64863737742878'
'1.4853538418809602','2','25.73230790595199'
'1.1181092250141298','3','62.72969249952901'
'1.0258631923768966','1','2.5863192376896604'
'0.9902710917272668','1','0.9728908272733205'
'1.2552154833257148','1','25.521548332571477'
'1.0102297172381993','1','1.022971723819932'
'0.9897909529010082','1','1.0209047098991841'
'1.1231584801547094','1','12.315848015470943'
'0.9919952429216252','3','66.9334919026125'
'0.9898366433617816','2','50.508167831910924'
'0.991364069599018','1','0.8635930400981984'
'1.0153268298700575','2','49.23365850649712'
'1.0100777202237585','1','1.0077720223758524'
'0.8056703160054959','1','19.432968399450413'
'1.1251632610204982','1','12.516326102049824'
'1.0927523496305966','2','45.36238251847017'
'0.8199143369150823','1','18.00856630849177'
'0.9503483754957348','1','4.965162450426519'
'0.9907098225748087','1','0.9290177425191337'
'1.1271354749898053','1','12.713547498980526'
'1.0029316724932245','2','49.853416375338774'
'1.0103740161583412','1','1.0374016158341215'
'1.543807854539921','1','54.3807854539921'
'1.0647258943438547','1','6.472589434385467'
'1.151616536200709','1','15.161653620070892'
'0.8791926059384498','2','56.04036970307751'
'1.2676451458833606','1','26.764514588336063'
'1.0096846765132652','1','0.9684676513265211'
'0.9902460980972654','1','0.9753901902734619'
'1.156240836859525','1','15.624083685952495'
'1.0100394107355994','2','49.49802946322003'
'1.092697925761109','1','9.269792576110891'
'1.07002618815517','1','7.002618815517003'
'1.114701107030419','2','44.26494464847905'
'1.0395232749092997','1','3.9523274909299744'
'1.122475957179251','1','12.247595717925108'
'1.0050442720276553','2','49.74778639861724'
'0.8524535982853005','1','14.754640171469946'
'1.2420100933294442','1','24.201009332944423'
'1.575925110886184','1','57.5925110886184'
'1.0924324024774157','1','9.243240247741568'
'0.9902442552362016','1','0.9755744763798369'
'0.9901878676256217','1','0.981213237437828'
'0.9901878676256217','1','0.981213237437828'
'1.0097293691582407','1','0.9729369158240742'
'0.9977492846640983','1','0.22507153359017096'
'1.099401965911007','2','45.02990170444965'
'1.313023254400164','1','31.30232544001641'
'0.9897740454915727','2','50.511297725421365'
'1.0101886427022393','1','1.0188642702239292'
'0.9898702354442956','1','1.0129764555704357'
'0.8791926059384498','1','12.080739406155017'
'0.9604157279176041','1','3.95842720823959'
'1.010022564148871','1','1.0022564148870927'
'1.009748498368976','3','66.34171672103413'
'1.0100787227929398','1','1.0078722792939754'
'0.9898702354442956','1','1.0129764555704357'
'1.5073959153235634','1','50.73959153235634'
'1.0071128506900318','1','0.7112850690031758'
'1.3425257138509756','3','55.24914287163415'
'1.0277029806761142','1','2.770298067611421'
'1.0100787227929398','2','49.49606386035301'
'1.0864863737742878','3','63.78378754085708'
'1.010306693623661','1','1.03066936236611'
'1.03946504140772','1','3.9465041407720003'
'1.0097911126558186','1','0.9791112655818557'
'1.056376224983448','1','5.6376224983448076'
'0.9897841150868507','1','1.0215884913149287'
'1.0851616873179728','1','8.51616873179728'
'1.0102976157088028','1','1.0297615708802832'
'1.0101695629081544','2','49.49152185459228'
'1.12314042390325','2','43.84297880483749'
'1.0098170088620542','1','0.9817008862054166'
'1.0513930590201468','1','5.139305902014679'
'0.9919952429216252','2','50.40023785391874'
'0.9907098225748087','1','0.9290177425191337'
'1.0927523496305966','1','9.275234963059663'
'1.234128213480987','2','38.29358932595065'
'1.065090869218151','1','6.50908692181511'
'1.1141138523785554','1','11.411385237855542'
'0.9597284433775188','1','4.027155662248116'
'0.9898776226585415','2','50.50611886707293'
'1.0101182698005526','3','66.32939100664824'
'1.1117333843996684','1','11.173338439966841'
'0.8932976027945063','1','10.670239720549368'
'1.2581236540353156','1','25.812365403531558'
'0.9902710917272668','1','0.9728908272733205'
'1.010079394362768','1','1.0079394362767946'
'1.0565422046898751','2','47.17288976550624'
'0.9899583251531009','1','1.0041674846899107'
'0.983319642584656','1','1.6680357415344016'
'1.0823450475576069','1','8.234504755760685'
'1.2226092759467584','1','22.260927594675838'
'1.0087583853548687','1','0.8758385354868725'
'1.1812671412256632','1','18.126714122566323'
'0.9903367715123768','2','50.483161424381166'
'1.0097971510092525','1','0.9797151009252492'
'1.0495199867170357','1','4.951998671703572'
'1.2052429180192274','1','20.524291801922743'
'1.007060332469555','1','0.7060332469555064'
'0.8097685069943787','1','19.023149300562125'
'1.0029316724932245','2','49.853416375338774'
'0.9783367924725668','1','2.1663207527433226'
'1.0812571724659688','3','63.958094251134376'
'1.0128526137534282','1','1.2852613753428166'
'1.0112780362094718','1','1.1278036209471765'
'1.0613235120521574','1','6.132351205215736'
'0.9897740454915727','2','50.511297725421365'
'1.0099697367390466','2','49.501513163047676'
'0.9977492846640983','1','0.22507153359017096'
'0.9898461733367553','1','1.0153826663244714'
'1.3100360199051735','1','31.00360199051735'
'0.9897339610781505','1','1.0266038921849518'
'1.009807061691871','1','0.9807061691871066'
'1.1271354749898053','2','43.643226250509734'
'1.2581236540353156','1','25.812365403531558'
'1.010260832884406','1','1.0260832884406046'
'0.8791926059384498','1','12.080739406155017'
'0.990111365529175','2','50.49443172354125'
'1.1141138523785554','1','11.411385237855542'
'1.9007735684736962','1','90.07735684736961'
'0.9898231390976968','2','50.50884304511516'
'1.0507519353991066','1','5.075193539910661'
'0.9898776226585415','3','67.00407924471529'
'1.1096941401306302','1','10.969414013063016'
'0.9903367715123768','1','0.9663228487623243'
'1.0101886427022393','1','1.0188642702239292'
'0.9899800991787269','1','1.001990082127313'
'0.902672066465861','1','9.732793353413904'
'1.0432846458879061','2','47.835767705604695'
'1.0390621307281318','1','3.9062130728131805'
'1.543807854539921','1','54.3807854539921'
'0.9899915863561596','1','1.000841364384042'
'1.0158979520680176','1','1.5897952068017585'
'1.033932437013181','1','3.393243701318105'
'1.0101496303434199','1','1.0149630343419869'
'1.234128213480987','1','23.4128213480987'
'1.0812571724659688','1','8.125717246596874'
'1.022255065437003','1','2.2255065437003063'
'1.2359103625926646','1','23.591036259266463'
'1.0100863102268038','1','1.008631022680384'
'1.0050442720276553','1','0.5044272027655339'
'1.0096846765132652','1','0.9684676513265211'
'0.9604157279176041','1','3.95842720823959'
'1.1890777080726653','1','18.907770807266534'
'1.5073959153235634','1','50.73959153235634'
'0.9817132717680138','2','50.9143364115993'
'1.3425257138509756','1','34.25257138509756'
'1.0098018780099811','1','0.9801878009981113'
'0.9901165120300832','1','0.9883487969916782'
'1.0234554183652373','1','2.3455418365237346'
'1.0097510899020787','1','0.9751089902078736'
'1.010116815066226','2','49.494159246688696'
'1.0823450475576069','1','8.234504755760685'
'1.1175336264855589','1','11.753362648555887'
'0.980729353673847','4','75.48176615815383'
'1.0022652650968844','1','0.22652650968844057'
'1.0101340849513116','2','49.49329575243442'
'0.9779896975563558','1','2.2010302443644214'
'0.989936643804924','1','1.0063356195076034'
'1.0097445720929539','2','49.5127713953523'
'1.0097043444250162','1','0.970434442501622'
'1.0027903008253984','1','0.27903008253984396'
'0.9864011573980713','1','1.3598842601928673'
'0.9898366433617816','1','1.0163356638218435'
'0.9817132717680138','1','1.8286728231986182'
'1.1231584801547094','4','71.92103799613227'
'1.2254864856742569','1','22.548648567425687'
'1.2068581209309162','1','20.685812093091617'
'1.1116050137167925','1','11.160501371679254'
'1.2321261194243518','3','58.929129352521606'
'1.1181092250141298','1','11.810922501412978'
'1.0097911126558186','1','0.9791112655818557'
'0.8199143369150823','3','72.66952210283058'
'1.0099240200429533','2','49.503798997852336'
'1.0565422046898751','1','5.654220468987514'
'1.010071188102681','1','1.0071188102680928'
'0.8898671832180469','1','11.013281678195309'
'1.0103962883449014','1','1.039628834490136'
'1.0234554183652373','2','48.82722908173813'
'0.9897174786768695','1','1.0282521323130456'
'1.0812571724659688','1','8.125717246596874'
'1.4853538418809602','2','25.73230790595199'
'1.0106136589359813','1','1.0613658935981318'
'1.2217976704856754','1','22.179767048567545'
'1.575925110886184','1','57.5925110886184'
'1.0099722967148184','1','0.9972296714818363'
'1.0588444106678983','1','5.884441066789825'
'1.0056605590838659','2','49.716972045806706'
'0.9990875556681192','1','0.09124443318807574'
'1.2383324947923189','1','23.83324947923189'
'0.7953146578434949','1','20.468534215650514'
'1.1381695622067076','1','13.816956220670761'
'1.010022564148871','1','1.0022564148870927'
'1.0101496303434199','1','1.0149630343419869'
'1.1120589141087993','1','11.205891410879932'
'1.0153268298700575','1','1.5326829870057512'
'1.0101537877124152','1','1.0153787712415152'
'0.9449196010538327','1','5.508039894616735'
'1.0395845203895648','1','3.9584520389564837'
'1.0331622669221494','1','3.316226692214941'
'1.2254864856742569','1','22.548648567425687'
'1.0102616873824386','1','1.02616873824386'
'0.9786562232237516','1','2.1343776776248435'
'1.122475957179251','2','43.876202141037446'
'1.2420100933294442','1','24.201009332944423'
'1.0106136589359813','1','1.0613658935981318'
'1.0099469882460657','1','0.9946988246065658'
'1.0495199867170357','1','4.951998671703572'
'1.009981702521801','2','49.50091487390995'
'0.9902460980972654','1','0.9753901902734619'
'1.0097512430812743','1','0.9751243081274286'
'1.0411536922862412','1','4.115369228624122'
'1.1120589141087993','1','11.205891410879932'
'0.9990875556681192','1','0.09124443318807574'
'1.0647258943438547','1','6.472589434385467'
'1.0097043444250162','2','49.514782778749186'
'1.071972052584874','1','7.197205258487394'
